type	id_in_tp	id_in_bigg	descripation	old_bigg_ids	feature_tp	feature_bigg	notes
rea	PYNP1_copy1	PYNP1	not in bigg[id in bigg(same)]				keep
rea	PYNP1_copy2	PYNP1	not in bigg[id in bigg(bounds different)]		(-1000.0, 1000.0)	(0.0, 1000.0)	replaced
rea	THRt2r_copy1	THRt2r	not in bigg[id in bigg(same)]				keep
rea	THRt2r_copy2	THRt2r	not in bigg[id in bigg(bounds different)]		(-1000.0, 1000.0)	(0.0, 1000.0)	replaced
rea	TMDS_copy1	TMDS	not in bigg[id in bigg(same)]				keep
rea	TMDS_copy2	TMDS	not in bigg[id in bigg(bounds different)]		(-1000.0, 1000.0)	(0.0, 1000.0)	replaced
rea	TYRTA_copy1	TYRTA	not in bigg[id in bigg(bounds different)]		(-1000.0, 1000.0)	(0.0, 1000.0)	keep
rea	TYRTA_copy2	TYRTA	not in bigg[id in bigg(bounds different)]		(-1000.0, 1000.0)	(0.0, 1000.0)	replaced
rea	VALt2r_copy1	VALt2r	not in bigg[id in bigg(bounds different)]		(0.0, 0.0)	(0.0, 1000.0)	replaced
rea	VALt2r_copy2	VALt2r	not in bigg[id in bigg(bounds different)]		(-1000.0, 1000.0)	(0.0, 1000.0)	keep
rea	YUMPS_copy1	YUMPS	not in bigg[id in bigg(same)]				keep
rea	YUMPS_copy2	YUMPS	not in bigg[id in bigg(bounds different)]		(-1000.0, 1000.0)	(0.0, 1000.0)	replaced
