Var1	Var2
RXN-8318	phospholipid desaturation
RXN-16023	oleate biosynthesis III (cyanobacteria)
RXN-8317	phospholipid desaturation
RXN-12138	poly-hydroxy fatty acids biosynthesis
3.2.1.136-RXN	
CARBOXYPEPTIDASE-A-RXN	
3.2.1.135-RXN	
RXN-12137	poly-hydroxy fatty acids biosynthesis
RXN-8316	phospholipid desaturation
RXN-2861	methanol oxidation to formaldehyde I
3.2.1.133-RXN	
RXN-12136	poly-hydroxy fatty acids biosynthesis
RXN-8315	
RXN-15915	
3.2.1.132-RXN	
RXN-12135	poly-hydroxy fatty acids biosynthesis
RXN-8314	glycolipid desaturation
6.2.1.19-RXN	bacterial bioluminescence
3.2.1.131-RXN	
RXN-12134	poly-hydroxy fatty acids biosynthesis
RXN-8313	glycolipid desaturation
RXN-19857	mupirocin biosynthesis
3.2.1.130-RXN	protein N-glycosylation processing phase (plants and animals)
RXN-12132	gallate biosynthesis
RXN-8311	glycolipid desaturation
RXN-15810	alpha-cyclopiazonate biosynthesis
3.2.1.129-RXN	
RXN-12131	gallate biosynthesis
RXN-8310	glycolipid desaturation
3.4.22.56-RXN	
3.2.1.127-RXN	
RXN-12129	nitrate reduction VII (denitrification)
RXN-8309	glycolipid desaturation
RXN-19654	
3.2.1.124-RXN	
RXN-12128	
RXN-8308	glycolipid desaturation
RXN-15678	gliotoxin biosynthesis
3.2.1.121-RXN	
RXN-12127	
RXN-8307	glycolipid desaturation
UBIQUITIN--PROTEIN-LIGASE-RXN	protein ubiquitination
RXN-8306	glycolipid desaturation
RXN-12126	
3.2.1.120-RXN	xyloglucan degradation II (exoglucanase)
3.1.3.47-RXN	
3.2.1.116-RXN	
RXN-12125	
RXN-8305	glycolipid desaturation
RXN-19488	acinetobactin biosynthesis
3.2.1.115-RXN	
RXN-12124	testosterone and androsterone degradation to androstendione
RXN-8304	glycolipid desaturation
RXN-15339	mycolate biosynthesis
3.2.1.114-RXN	complex N-linked glycan biosynthesis (plants)	complex N-linked glycan biosynthesis (vertebrates)
RXN-12123	
RXN-8303	glycolipid desaturation
RXN66-598	
3.2.1.111-RXN	
RXN-12119	neolacto-series glycosphingolipids biosynthesis	lacto-series glycosphingolipids biosynthesis	globo-series glycosphingolipids biosynthesis	ganglio-series glycosphingolipids biosynthesis
RXN-8302	glycolipid desaturation
2.7.12.1-RXN	
3.2.1.11-RXN	
RXN-12117	
RXN-8301	glycolipid desaturation
RXN-14958	lipoate biosynthesis and incorporation (yeast)
3.2.1.109-RXN	
RXN-12116	
RXN-8300	glycolipid desaturation
RXN1G-98	mycolate biosynthesis
RXN-12115	dinoflagellate bioluminescence
RXN-8299	glycolipid desaturation
2.7.1.109-RXN	
3.2.1.106-RXN	protein N-glycosylation processing phase (plants and animals)	protein N-glycosylation processing phase (yeast)
RXN-12112	
RXN-8298	glycolipid desaturation
RXN-14395	L-ascorbate biosynthesis II (L-gulose pathway)
3.2.1.103-RXN	
RXN-12110	L-ascorbate degradation IV
RXN-8297	glycolipid desaturation
RXN1G-72	mycolate biosynthesis
RXN-12887	
3.2.1.102-RXN	
RXN-12109	L-ascorbate degradation IV
RXN-8296	glycolipid desaturation
2.3.1.41-RXN	
3.2.1.101-RXN	
RXN-12108	L-ascorbate biosynthesis VI (engineered pathway)	L-ascorbate degradation IV
RXN-8295	glycolipid desaturation
RXN-19364	cobalamin salvage (eukaryotic)
3.2.1.100-RXN	beta-(1,4)-mannan degradation
RXN-12107	L-ascorbate degradation IV
RXN-8294	glycolipid desaturation
RXN-13759	
3.2.1.10-RXN	
RXN-12105	
RXN-8292	
RXN1G-554	mycolate biosynthesis
3.2.1.1-RXN	
RXN-12103	pentacyclic triterpene biosynthesis
RXN-8291	kaempferol triglucoside biosynthesis
1.8.4.13-RXN	
3.12.1.1-RXN	
RXN-12102	pentacyclic triterpene biosynthesis
RXN-8290	kaempferol triglucoside biosynthesis
RXN-19073	brominated pyrroles biosynthesis
3.11.1.3-RXN	
RXN-12101	pentacyclic triterpene biosynthesis
RXN-8289	kaempferol glycoside biosynthesis (Arabidopsis)	kaempferol triglucoside biosynthesis
RXN-13367	the visual cycle (insects)
3.11.1.2-RXN	phosphonoacetate degradation
RXN-12099	pentacyclic triterpene biosynthesis
RXN-8288	ajugose biosynthesis I (galactinol-dependent)
RXN1G-445	mycolate biosynthesis
3.1.6.7-RXN	
RXN-12098	
RXN-8287	ajugose biosynthesis II (galactinol-independent)
1.2.7.8-RXN	
3.1.6.4-RXN	
RXN-12097	
RXN-8286	ajugose biosynthesis II (galactinol-independent)
RXN-18805	(2S,3E)-2-amino-4-methoxy-but-3-enoate biosynthesis
3.1.6.18-RXN	
RXN-12096	L-rhamnose degradation III
RXN-8285	ajugose biosynthesis II (galactinol-independent)
RXN-13268	heptadecane biosynthesis
3.1.6.15-RXN	
RXN-12095	L-rhamnose degradation III
RXN-8284	ajugose biosynthesis I (galactinol-dependent)
RXN1G-374	mycolate biosynthesis
3.1.6.14-RXN	
RXN-12093	preQ0 biosynthesis
RXN-8283	chalcone 2'-O-glucoside biosynthesis
1.1.2.5-RXN	
3.1.6.13-RXN	
RXN-12092	
RXN-8282	
RXN-18666	
3.1.6.12-RXN	
RXN-12091	spermine and spermidine degradation I
RXN-8281	galactosylcyclitol biosynthesis
RXN-13041	(-)-camphor degradation
3.1.4.51-RXN	
RXN-12090	
RXN-8279	galactosylcyclitol biosynthesis
RXN1G-324	mycolate biosynthesis
3.1.4.49-RXN	
RXN-12089	spermine and spermidine degradation III
RXN-8278	galactosylcyclitol biosynthesis
RXN-18541	
3.1.4.48-RXN	
RXN-12088	
RXN-8277	galactosylcyclitol biosynthesis
RXN-12971	arachidonate biosynthesis III (6-desaturase, mammals)	arachidonate biosynthesis I (6-desaturase, lower eukaryotes)
3.1.4.47-RXN	
RXN-12087	
RXN-8275	camalexin biosynthesis
RXN-18343	
3.1.4.45-RXN	
RXN-12086	
RXN-8272	carbon disulfide oxidation II (aerobic)
RXN1G-236	mycolate biosynthesis
3.1.4.44-RXN	
RXN-12085	
RXN-8271	quercetin glycoside biosynthesis (Arabidopsis)	quercetin glucoside biosynthesis (Allium)
RXN1G-157	
3.1.4.43-RXN	
RXN-12080	D-galactose degradation IV
RXN-8270	kaempferol glycoside biosynthesis (Arabidopsis)
RXN-17823	
3.1.4.42-RXN	
RXN-12079	D-galactose degradation IV
RXN-8269	sulfur reduction II (via polysulfide)
RXN1G-1081	mycolate biosynthesis
3.1.4.40-RXN	
RXN-12078	D-galactose degradation IV
RXN-8268	quercetin glycoside biosynthesis (Arabidopsis)
RXN-17354	
3.1.4.39-RXN	
RXN-12074	
RXN-8267	quercetin glycoside biosynthesis (Arabidopsis)
RXN-11476	8-amino-7-oxononanoate biosynthesis I
3.1.4.38-RXN	
RXN-12073	cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate
RXN-8266	kaempferol glycoside biosynthesis (Arabidopsis)
RXN0-724	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	pyrimidine deoxyribonucleotides de novo biosynthesis II
3.1.4.37-RXN	
RXN-12072	cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate
RXN-8265	quercetin glycoside biosynthesis (Arabidopsis)
RXN-16932	citreoisocoumarin and bikisocoumarin biosynthesis
RXN-12071	cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate
RXN-8264	quercetin glycoside biosynthesis (Arabidopsis)	eupatolitin 3-O-glucoside biosynthesis	quercetin glucoside biosynthesis (Allium)
RXN-17212	phenolphthiocerol biosynthesis
3.1.4.2-RXN	phosphatidylcholine resynthesis via glycerophosphocholine
RXN-12070	cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate
RXN-8263	kaempferol glycoside biosynthesis (Arabidopsis)
RXN0-5098	lipoate biosynthesis and incorporation II
3.1.4.17-RXN	
RXN-12069	
RXN-8262	phenylpropanoids methylation (ice plant)	methylquercetin biosynthesis	polymethylated quercetin biosynthesis	quercetin sulfate biosynthesis
RXN-16882	bikaverin biosynthesis
3.1.4.13-RXN	
RXN-12068	glucosinolate biosynthesis from phenylalanine	prunasin and amygdalin biosynthesis
RXN-8259	calystegine biosynthesis
RXN-17155	echinomycin and triostin A biosynthesis
3.1.4.11-RXN	phosphatidate metabolism, as a signaling molecule	phospholipases	D-myo-inositol-5-phosphate metabolism	D-myo-inositol (1,4,5)-trisphosphate biosynthesis
RXN-12067	glucosinolate biosynthesis from phenylalanine	prunasin and amygdalin biosynthesis
RXN-8255	superpathway of hyoscyamine and scopolamine biosynthesis	hyoscyamine and scopolamine biosynthesis
RXN-9921	
3.1.4.10-RXN	
RXN-12066	glucosinolate biosynthesis from phenylalanine	prunasin and amygdalin biosynthesis
RXN-8254	superpathway of hyoscyamine and scopolamine biosynthesis	hyoscyamine and scopolamine biosynthesis
RXN-16760	
3.1.4.1-RXN	
RXN-12065	prunasin and amygdalin biosynthesis
RXN-8252	superpathway of hyoscyamine and scopolamine biosynthesis	hyoscyamine and scopolamine biosynthesis	calystegine biosynthesis
RXN-17023	
3.1.31.1-RXN	
RXN-12063	indole-3-acetate biosynthesis II	camalexin biosynthesis	glucosinolate biosynthesis from tryptophan
RXN-8251	superpathway of hyoscyamine and scopolamine biosynthesis	hyoscyamine and scopolamine biosynthesis	calystegine biosynthesis
RXN-10026	
3.1.30.2-RXN	
RXN-12062	indole-3-acetate biosynthesis II	camalexin biosynthesis	glucosinolate biosynthesis from tryptophan
RXN-8250	coumarin metabolism (to melilotic acid)
RXN-9661	palmitate biosynthesis II (bacteria and plants)
3.1.30.1-RXN	
RXN-12061	indole-3-acetate biosynthesis II	camalexin biosynthesis	glucosinolate biosynthesis from tryptophan
RXN-8248	nicotine biosynthesis	superpathway of nicotine biosynthesis
RXN-16699	fusaridione A biosynthesis
3.1.3.76-RXN	
RXN-12060	
RXN-8246	N-methyl-Delta1-pyrrolinium cation biosynthesis
PROTEIN-TYROSINE-SULFOTRANSFERASE-RXN	
3.1.3.74-RXN	pyridoxal 5'-phosphate salvage II (plants)
RXN-12059	
RXN-8244	N-methyl-Delta1-pyrrolinium cation biosynthesis
RXN-9604	rifamycin B biosynthesis
3.1.3.72-RXN	
RXN-8243	L-lysine degradation VII
RXN-16627	oleate biosynthesis IV (anaerobic)
3.1.3.70-RXN	mannosylglycerate biosynthesis I
RXN-12057	
RXN-8239	bixin biosynthesis
MYRPALMTRAN-RXN	superpathway of (Kdo)2-lipid A biosynthesis
3.1.3.69-RXN	glucosylglycerol biosynthesis
RXN-16594	protein O-mannosylation I (yeast)	protein O-mannosylation II (mammals, core M1 and core M2)	protein N-glycosylation initial phase (eukaryotic)
RXN-12055	tRNA splicing I
RXN-8238	bixin biosynthesis
RXN-9548	stearate biosynthesis II (bacteria and plants)
3.1.3.68-RXN	
RXN-12054	thyronamine and iodothyronamine metabolism
RXN-8237	bixin biosynthesis
RXN-16577	viridicatumtoxin biosynthesis
3.1.3.67-RXN	3-phosphoinositide degradation
RXN-12053	thyronamine and iodothyronamine metabolism
RXN-8236	carotenoid cleavage	bixin biosynthesis
HYDROG-RXN	hydrogen production VI	hydrogen production VIII	L-glutamate degradation VII (to butanoate)	superpathway of fermentation (Chlamydomonas reinhardtii)	hydrogen production III
3.1.3.66-RXN	3-phosphoinositide degradation
RXN-12052	thyronamine and iodothyronamine metabolism
RXN-8235	gentiodelphin biosynthesis
RXN-9524	palmitate biosynthesis II (bacteria and plants)	palmitate biosynthesis I (animals and fungi)
3.1.3.62-RXN	D-myo-inositol (1,3,4)-trisphosphate biosynthesis
RXN-12051	thyronamine and iodothyronamine metabolism
RXN-8234	gentiodelphin biosynthesis
FORMATE-DEHYDROGENASE-CYTOCHROME-RXN	
3.1.3.57-RXN	D-myo-inositol (1,4,5)-trisphosphate degradation
RXN-12050	thyronamine and iodothyronamine metabolism
RXN-8233	gentiodelphin biosynthesis
RXN-8390	petroselinate biosynthesis
3.1.3.56-RXN	D-myo-inositol (1,4,5)-trisphosphate degradation
RXN-12049	thyronamine and iodothyronamine metabolism
RXN-8232	gentiodelphin biosynthesis
RXN-16295	
RXN0-7005	
3.1.3.54-RXN	
RXN-12048	thyronamine and iodothyronamine metabolism
RXN-8231	gentiodelphin biosynthesis
DEPHOSICITDEHASE-RXN	
RXN0-5255	
3.1.3.46-RXN	fructose 2,6-bisphosphate biosynthesis
RXN-12047	thyronamine and iodothyronamine metabolism
RXN-8228	gentiodelphin biosynthesis
RXN-8098	methanogenesis from methylamine
RXN-17759	
3.1.3.40-RXN	streptomycin biosynthesis
RXN-12046	thyronamine and iodothyronamine metabolism
RXN-8224	ajmaline and sarpagine biosynthesis
RXN-15996	
RXN-15860	
3.1.3.14-RXN	
RXN-12045	thyronamine and iodothyronamine metabolism
RXN-8222	ajmaline and sarpagine biosynthesis
BIOTIN-CARBOXYL-RXN	biotin-carboxyl carrier protein assembly	glyoxylate assimilation	3-hydroxypropanoate cycle	3-hydroxypropanoate/4-hydroxybutanate cycle
RXN-15597	
3.1.27.9-RXN	tRNA splicing II	tRNA splicing I
RXN-12044	thyronamine and iodothyronamine metabolism
RXN-8221	ajmaline and sarpagine biosynthesis
RXN-19891	
RXN0-6678	
3.1.27.8-RXN	
RXN-12043	thyronamine and iodothyronamine metabolism
RXN-8220	ajmaline and sarpagine biosynthesis
RXN-15895	bassianin and desmethylbassianin biosynthesis
RXN0-5248	
3.1.27.7-RXN	
RXN-12042	
RXN-8219	ajmaline and sarpagine biosynthesis
4.2.1.59-RXN	palmitate biosynthesis II (bacteria and plants)	palmitate biosynthesis I (animals and fungi)
RXN-17751	
3.1.27.6-RXN	
RXN-12041	mannosylglucosylglycerate biosynthesis I
RXN-8218	
RXN-19851	mupirocin biosynthesis
RXN-15839	
3.1.27.5-RXN	
RXN-12040	mannosylglucosylglycerate biosynthesis II
RXN-8217	
RXN-15781	prodigiosin biosynthesis
RXN-15451	
3.1.27.3-RXN	
RXN-12039	mannosylglucosylglycerate biosynthesis I
RXN-8215	astaxanthin biosynthesis (bacteria, fungi, algae)
3.4.22.53-RXN	
RXN-12647	
3.1.27.10-RXN	
RXN-12038	glucosylglycerate biosynthesis I
RXN-8214	astaxanthin biosynthesis (bacteria, fungi, algae)
RXN-19617	
RXN0-6372	
3.1.26.9-RXN	
RXN-12037	thyroid hormone metabolism I (via deiodination)
RXN-8213	siroheme amide biosynthesis
RXN-15565	
RXN0-5244	
3.1.26.8-RXN	
RXN-12036	thyroid hormone metabolism I (via deiodination)
RXN-8212	siroheme amide biosynthesis
TRANS-RXN-276	
RXN-17661	
3.1.26.7-RXN	
RXN-12035	thyroid hormone metabolism I (via deiodination)
RXN-8209	ternatin C5 biosynthesis
3.1.2.22-RXN	
RXN-15834	
3.1.26.6-RXN	
RXN-12034	thyroid hormone metabolism I (via deiodination)
RXN-8208	ternatin C5 biosynthesis
RXN-19484	(2S,3E)-2-amino-4-methoxy-but-3-enoate biosynthesis
RXN-14451	
3.1.26.5-RXN	tRNA processing
RXN-12033	thyroid hormone metabolism I (via deiodination)
RXN-8206	ternatin C5 biosynthesis
RXN-15281	2-methylketone biosynthesis
REDUCEDFAD-RXN	
3.1.26.3-RXN	
RXN-12032	thyroid hormone metabolism I (via deiodination)
RXN-8205	superpathway of anthocyanin biosynthesis (from cyanidin and cyanidin 3-O-glucoside)	shisonin biosynthesis
RXN66-595	
RXN-19772	
3.1.26.2-RXN	
RXN-12031	thyroid hormone metabolism I (via deiodination)
RXN-8204	superpathway of anthocyanin biosynthesis (from cyanidin and cyanidin 3-O-glucoside)	shisonin biosynthesis
2.7.11.7-RXN	
RXN-16330	
3.1.26.11-RXN	
RXN-12030	thyroid hormone metabolism I (via deiodination)
RXN-8202	thiosulfate disproportionation I (thiol-dependent)
RXN-14954	lipoate biosynthesis and incorporation (yeast)
RXN-15828	
3.1.26.10-RXN	
RXN-12029	mannosylglucosylglycerate biosynthesis I
RXN-8201	vindoline and vinblastine biosynthesis
RXN1G-94	mycolate biosynthesis
RXN-13582	
3.1.26.1-RXN	
RXN-12028	mannosylglucosylglycerate biosynthesis II	glucosylglycerate biosynthesis II
RXN-8197	secologanin and strictosidine biosynthesis
2.4.2.33-RXN	
TRANS-RXN0-234	
3.1.25.1-RXN	
RXN-12027	aromatic  glucosinolate activation
RXN-8195	canthaxanthin biosynthesis
RXN-19446	vanchrobactin biosynthesis	anguibactin biosynthesis	acinetobactin biosynthesis
RXN0-5262	
3.1.22.5-RXN	
RXN-12026	aromatic  glucosinolate activation
RXN-8194	canthaxanthin biosynthesis
RXN-14387	[2Fe-2S] iron-sulfur cluster biosynthesis
RXN-19019	
3.1.22.2-RXN	
RXN-12025	aromatic  glucosinolate activation
RXN-8193	canthaxanthin biosynthesis
RXN1G-679	mycolate biosynthesis
RXN-15953	
3.1.22.1-RXN	
RXN-12024	aromatic  glucosinolate activation
RXN-8192	canthaxanthin biosynthesis
2.3.1.179-RXN	cis-vaccenate biosynthesis
RXN-15825	
3.1.21.7-RXN	
RXN-12023	vindoline and vinblastine biosynthesis
RXN-8190	astaxanthin biosynthesis (bacteria, fungi, algae)
RXN-19348	cobalamin salvage (eukaryotic)
RXN-13579	
3.1.21.6-RXN	
RXN-12021	phenazine-1-carboxylate biosynthesis
RXN-8189	astaxanthin biosynthesis (bacteria, fungi, algae)
RXN-13756	
RXN66-541	
3.1.21.5-RXN	
RXN-12020	phenazine-1-carboxylate biosynthesis
RXN-8187	astaxanthin biosynthesis (bacteria, fungi, algae)	astaxanthin biosynthesis (flowering plants)
RXN1G-526	mycolate biosynthesis
RXN0-5257	
3.1.21.4-RXN	
RXN-12019	assimilatory sulfate reduction III
RXN-8186	astaxanthin biosynthesis (bacteria, fungi, algae)	astaxanthin biosynthesis (flowering plants)
1.7.7.2-RXN	nitrate reduction VI (assimilatory)
RXN-18581	
3.1.21.3-RXN	
RXN-12018	
RXN-8185	astaxanthin biosynthesis (bacteria, fungi, algae)
RXN-19065	
RXN-15861	
3.1.21.2-RXN	
RXN-12017	
RXN-8184	astaxanthin biosynthesis (bacteria, fungi, algae)
RXN-13361	11-cis-3-hydroxyretinal biosynthesis
RXN-15764	
3.1.21.1-RXN	
RXN-12015	
RXN-8183	sanguinarine and macarpine biosynthesis
RXN1G-424	mycolate biosynthesis
RXN0-6684	
3.1.2.27-RXN	
RXN-12014	
RXN-8182	L-lysine degradation X	L-lysine degradation IV
1.2.7.5-RXN	
RXN0-5253	
3.1.2.25-RXN	phenylacetate degradation II (anaerobic)
RXN-12013	dehydrophos biosynthesis
RXN-8181	sanguinarine and macarpine biosynthesis
RXN-13264	
RXN-17757	
3.1.2.23-RXN	4-hydroxybenzoate biosynthesis III (plants)	4-chlorobenzoate degradation
RXN-12012	dehydrophos biosynthesis
RXN-8180	sanguinarine and macarpine biosynthesis
RXN1G-3667	mycolate biosynthesis
RXN-15858	
3.1.2.19-RXN	
RXN-12011	dehydrophos biosynthesis
RXN-8179	sanguinarine and macarpine biosynthesis
RXN-18616	vindoline and vinblastine biosynthesis
RXN-15468	
3.1.2.18-RXN	
RXN-12010	dehydrophos biosynthesis
RXN-8178	anthocyanidin sophoroside metabolism	superpathway of anthocyanin biosynthesis (from delphinidin 3-O-glucoside)
RXN-13036	lipoate biosynthesis and incorporation III (Bacillus)
RXN-12648	
3.1.16.1-RXN	
RXN-12009	dehydrophos biosynthesis
RXN-8177	anthocyanidin sophoroside metabolism	superpathway of anthocyanin biosynthesis (from pelargonidin 3-O-glucoside)
RXN1G-32	mycolate biosynthesis
RXN0-5244-yeast	
3.1.15.1-RXN	
RXN-12008	dehydrophos biosynthesis
RXN-8176	anthocyanidin sophoroside metabolism	superpathway of anthocyanin biosynthesis (from cyanidin and cyanidin 3-O-glucoside)
RXN-18538	phenolphthiocerol biosynthesis
RXN-17662	
3.1.14.1-RXN	
RXN-12007	dehydrophos biosynthesis
RXN-8174	superpathway of sulfide oxidation (Acidithiobacillus ferrooxidans)
RXN-12908	methanogenesis from acetate
RXN-15835	
3.1.13.4-RXN	
RXN-12002	UTP and CTP de novo biosynthesis
RXN-8173	L-lysine degradation VI	L-lysine degradation IX	L-lysine degradation VIII
RXN1G-285	mycolate biosynthesis
RXN-14962	
3.1.13.3-RXN	
RXN-12001	neurosporaxanthin biosynthesis
RXN-8172	L-lysine degradation II (L-pipecolate pathway)	L-pipecolate biosynthesis	L-lysine degradation V	L-lysine degradation VII
RXN-18233	
RXN-924	
3.1.13.2-RXN	
RXN-12000	neurosporaxanthin biosynthesis
RXN-8171	superpathway of anthocyanin biosynthesis (from cyanidin and cyanidin 3-O-glucoside)	shisonin biosynthesis
RXN-12549	retinol biosynthesis	the visual cycle I (vertebrates)	retinoate biosynthesis I	retinoate biosynthesis II
RXN-16333	
3.1.13.1-RXN	
RXN-11999	neurosporaxanthin biosynthesis
RXN-8170	superpathway of anthocyanin biosynthesis (from cyanidin and cyanidin 3-O-glucoside)	shisonin biosynthesis
RXN1G-214	mycolate biosynthesis
RXN-15831	
3.1.11.6-RXN	
RXN-11998	neurosporaxanthin biosynthesis
RXN-8169	rose anthocyanin biosynthesis II (via cyanidin 3-O-beta-D-glucoside)	superpathway of anthocyanin biosynthesis (from cyanidin and cyanidin 3-O-glucoside)	shisonin biosynthesis
RXN-11995	jadomycin biosynthesis
RXN-8167	L-lysine degradation V
RXN-12130	nitrate reduction I (denitrification)	nitrate reduction VII (denitrification)	nitrifier denitrification
TRANS-RXN0-237	
3.1.11.3-RXN	
RXN-11993	dTDP-beta-L-digitoxose biosynthesis
RXN-8166	L-lysine degradation II (L-pipecolate pathway)	L-pipecolate biosynthesis	L-lysine degradation V
RXN1G-1528	mycolate biosynthesis
RXN0-5263	
3.1.11.2-RXN	
RXN-11989	neurosporaxanthin biosynthesis
RXN-8163	L-lysine degradation V
RXN-17732	plasmalogen biosynthesis
RXN-19615	
3.1.11.1-RXN	
RXN-11985	jadomycin biosynthesis
RXN-8162	L-lysine degradation V	L-lysine degradation VI
RXN-11797	polyhydroxydecanoate biosynthesis
RXN-15987	
3.1.1.82-RXN	chlorophyll a degradation I
RXN-11984	jadomycin biosynthesis
RXN-8155	abscisic acid degradation by glucosylation
RXN1G-1050	mycolate biosynthesis
RXN-15826	
3.1.1.81-RXN	
RXN-11983	jadomycin biosynthesis
RXN-8154	abscisic acid degradation to phaseic acid
RXN-11726	
RXN-13580	
3.1.1.78-RXN	ajmaline and sarpagine biosynthesis
RXN-11982	jadomycin biosynthesis
RXN-8153	abscisic acid degradation to phaseic acid
RXN1G-1003	mycolate biosynthesis
RXN66-548	
3.1.1.77-RXN	
RXN-11981	jadomycin biosynthesis
RXN-8152	morphine biosynthesis
RXN-17017	
RXN0-5259	
3.1.1.76-RXN	
RXN-11978	
RXN-8151	morphine biosynthesis
RXN-17274	
RXN-18603	
3.1.1.75-RXN	
RXN-11977	jadomycin biosynthesis
RXN-8150	morphine biosynthesis
RXN-11335	
RXN-15862	
3.1.1.74-RXN	
RXN-11976	neurosporaxanthin biosynthesis
RXN-8149	morphine biosynthesis
RXN0-7192	
RXN-15815	
3.1.1.73-RXN	cellulose and hemicellulose degradation (cellulolosome)
RXN-11975	jadomycin biosynthesis	tetracenomycin C biosynthesis	elloramycin biosynthesis
RXN-8147	morphine biosynthesis
RXN-16916	zwittermicin A biosynthesis
RXN0-6954	
3.1.1.72-RXN	
RXN-11974	neurosporaxanthin biosynthesis
RXN-8144	morphine biosynthesis
RXN-17195	phosalacine biosynthesis
RXN0-5254	
3.1.1.71-RXN	
RXN-11973	
RXN-8142	morphine biosynthesis
RXN-11146	
RXN-17758	
3.1.1.69-RXN	
RXN-11972	geraniol and nerol degradation
RXN-8141	cardiolipin biosynthesis II	cardiolipin and phosphatidylethanolamine biosynthesis (Xanthomonas)
RXN0-267	
RXN-15859	
3.1.1.66-RXN	
RXN-11971	geraniol and nerol degradation
RXN-8140	salvianin biosynthesis
RXN-16876	holomycin biosynthesis
RXN-15596	
3.1.1.64-RXN	
RXN-11970	beta myrcene degradation	geraniol and nerol degradation
RXN-8139	salvianin biosynthesis
RXN-17146	3-hydroxyquinaldate biosynthesis	quinoxaline-2-carboxylate biosynthesis
RXN-13576	
3.1.1.58-RXN	
RXN-11969	geraniol and nerol degradation
RXN-8138	salvianin biosynthesis
RXN-10661	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)
RXN0-6490	
3.1.1.56-RXN	
RXN-11968	beta myrcene degradation	geraniol and nerol degradation
RXN-8137	glucosinolate activation
RXN-9789	thiazole biosynthesis I (facultative anaerobic bacteria)	thiazole biosynthesis II (aerobic bacteria)
RXN0-5245	
3.1.1.54-RXN	
RXN-11965	4-nitrophenol degradation II
RXN-8136	glucosinolate activation
RXN-16757	L-lysine biosynthesis IV
RXN-17742	
3.1.1.47-RXN	
RXN-11963	
RXN-8135	glucosinolate activation
RXN-17020	
RXN-15837	
3.1.1.23-RXN	triacylglycerol degradation
RXN-11962	
RXN-8134	glucosinolate activation
RXN-10023	
RXN-15447	
3.1.1.--RXN	
RXN-11959	
RXN-8124	tetrahydromethanopterin biosynthesis
RXN-9658	palmitate biosynthesis II (bacteria and plants)
RXN-12364	
3-SULFINYL-PYRUVATE-SPON-RXN	L-cysteine degradation I
RXN-11958	
RXN-8123	methanofuran biosynthesis
RXN-16692	equisetin biosynthesis
RXN0-5242	
3-SULFINOALANINE-AMINOTRANSFERASE-RXN	L-cysteine degradation I
RXN-11957	
RXN-8119	methanofuran biosynthesis
PRODISULFREDUCT-A-RXN	L-cysteine biosynthesis VII (from S-sulfo-L-cysteine)	glutathione-glutaredoxin redox reactions
RXN-17651	
3-PROPYLMALATE-SYNTHASE-RXN	
RXN-11956	
RXN-8107	
RXN-9594	rifamycin B biosynthesis
RXN-15833	
3-PHOSPHOGLYCERATE-PHOSPHATASE-RXN	L-serine biosynthesis II
RXN-11952	thiosulfate oxidation III (multienzyme complex)	thiosulfate oxidation IV (multienzyme complex)
RXN-8106	coenzyme B/coenzyme M regeneration I (methanophenazine-dependent)
RXN-16624	oleate biosynthesis IV (anaerobic)
RXN-13584	
3-OXOSTEROID-1-DEHYDROGENASE-RXN	
RXN-11949	
RXN-8094	
METHCOCLTH-RXN	reductive acetyl coenzyme A pathway I (homoacetogenic bacteria)
MVHMETH-RXN	
RXN-11948	
RXN-8093	
RXN-9539	palmitate biosynthesis II (bacteria and plants)
RXN0-5265	
3-OXOADIPATE-ENOL-LACTONASE-RXN	protocatechuate degradation II (ortho-cleavage pathway)	catechol degradation to beta-ketoadipate
RXN-11947	
RXN-8092	
RXN-16540	Spodoptera littoralis pheromone biosynthesis	(8E,10E)-dodeca-8,10-dienol biosynthesis
RXN-19616	
3-OXOADIPATE-COA-TRANSFERASE-RXN	3-oxoadipate degradation
RXN-11946	
RXN-8091	
HISTONE-ACETYLTRANSFERASE-RXN	
RXN-16329	
3-OXOACID-COA-TRANSFERASE-RXN	
RXN-11945	
RXN-8090	
RXN-9520	palmitate biosynthesis II (bacteria and plants)	palmitate biosynthesis I (animals and fungi)
RXN-15827	
3-OXO-5-BETA-STEROID-4-DEHYDROGENASE-RXN	
RXN-11944	
RXN-8089	
RXN-16425	
RXN-13581	
3-OH-BENZALDEHYDE-DEHYDROG-NADP+-RXN	patulin biosynthesis	m-cresol degradation
RXN-11941	sulfur oxidation IV (intracellular sulfur)
RXN-8088	
FLAVONADPREDUCT-RXN	
SOXA-FDENIT-RXN	
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	ubiquinol-8 biosynthesis (prokaryotic)
RXN-11940	sulfur oxidation IV (intracellular sulfur)
RXN-8087	
RXN-8210	
RXN0-5261	
3-NUCLEOTID-RXN	
RXN-11939	plant sterol biosynthesis
