Var1	Var2
R06494	Biosynthesis of 12-, 14- and 16-membered macrolides
R06495	Biosynthesis of 12-, 14- and 16-membered macrolides
R06496	Biosynthesis of 12-, 14- and 16-membered macrolides
R06497	Biosynthesis of 12-, 14- and 16-membered macrolides
R06498	Biosynthesis of 12-, 14- and 16-membered macrolides
R06499	Biosynthesis of 12-, 14- and 16-membered macrolides
R06500	
R06501	
R06502	
R06503	Biosynthesis of 12-, 14- and 16-membered macrolides
R06504	Biosynthesis of 12-, 14- and 16-membered macrolides
R06505	Biosynthesis of 12-, 14- and 16-membered macrolides
R06506	Biosynthesis of 12-, 14- and 16-membered macrolides
R06510	
R06513	Streptomycin biosynthesis	Polyketide sugar unit biosynthesis	Acarbose and validamycin biosynthesis	Biosynthesis of vancomycin group antibiotics
R06514	Streptomycin biosynthesis	Polyketide sugar unit biosynthesis
R06515	Limonene and pinene degradation
R06516	Sphingolipid metabolism
R06517	Sphingolipid metabolism
R06518	Sphingolipid metabolism
R06519	Sphingolipid metabolism
R06520	Sphingolipid metabolism
R06521	Sphingolipid metabolism
R06522	Sphingolipid metabolism
R06523	Sesquiterpenoid and triterpenoid biosynthesis
R06525	Sphingolipid metabolism
R06526	Sphingolipid metabolism
R06527	Sphingolipid metabolism
R06528	Sphingolipid metabolism
R06529	Porphyrin and chlorophyll metabolism
R06530	Porphyrin and chlorophyll metabolism
R06531	Porphyrin and chlorophyll metabolism
R06532	Flavonoid biosynthesis
R06533	Flavonoid biosynthesis
R06534	Anthocyanin biosynthesis
R06535	Anthocyanin biosynthesis
R06536	Anthocyanin biosynthesis
R06537	Flavonoid biosynthesis	Flavone and flavonol biosynthesis
R06538	Flavonoid biosynthesis	Flavone and flavonol biosynthesis
R06539	Flavonoid biosynthesis
R06540	Flavonoid biosynthesis
R06541	Flavonoid biosynthesis
R06542	Flavonoid biosynthesis
R06543	Flavonoid biosynthesis
R06544	Anthocyanin biosynthesis
R06545	Anthocyanin biosynthesis
R06546	Anthocyanin biosynthesis
R06547	Anthocyanin biosynthesis
R06548	Anthocyanin biosynthesis
R06549	Anthocyanin biosynthesis
R06550	Anthocyanin biosynthesis
R06551	Flavonoid biosynthesis
R06553	
R06554	
R06556	Flavonoid biosynthesis
R06558	Porphyrin and chlorophyll metabolism
R06560	Isoflavonoid biosynthesis
R06561	Isoflavonoid biosynthesis
R06562	Isoflavonoid biosynthesis
R06563	
R06564	Isoflavonoid biosynthesis
R06565	
R06568	Flavonoid biosynthesis
R06569	Phenylpropanoid biosynthesis
R06570	Phenylpropanoid biosynthesis
R06571	Phenylpropanoid biosynthesis
R06572	Phenylpropanoid biosynthesis
R06573	Phenylpropanoid biosynthesis
R06574	Phenylpropanoid biosynthesis
R06575	Phenylpropanoid biosynthesis
R06576	Phenylpropanoid biosynthesis
R06577	Phenylpropanoid biosynthesis
R06578	Phenylpropanoid biosynthesis
R06579	Phenylpropanoid biosynthesis
R06580	Phenylpropanoid biosynthesis
R06582	Phenylpropanoid biosynthesis	Flavonoid biosynthesis	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R06583	Phenylpropanoid biosynthesis
R06584	Phenylpropanoid biosynthesis
R06586	Neomycin, kanamycin and gentamicin biosynthesis	Biosynthesis of ansamycins
R06587	Biosynthesis of ansamycins
R06588	Biosynthesis of ansamycins
R06589	Biosynthesis of ansamycins
R06590	Biosynthesis of ansamycins
R06591	Biosynthesis of ansamycins
R06592	Biosynthesis of ansamycins
R06593	Biosynthesis of ansamycins
R06594	Neomycin, kanamycin and gentamicin biosynthesis	Biosynthesis of ansamycins
R06595	Biosynthesis of ansamycins
R06601	Purine metabolism
R06602	Biosynthesis of siderophore group nonribosomal peptides
R06603	
R06604	Purine metabolism
R06606	Isoflavonoid biosynthesis
R06607	Isoflavonoid biosynthesis
R06610	Flavonoid biosynthesis
R06611	Flavone and flavonol biosynthesis
R06612	Tyrosine metabolism
R06613	Pyrimidine metabolism	One carbon pool by folate
R06614	Cyanoamino acid metabolism
R06615	Flavonoid biosynthesis
R06617	Diterpenoid biosynthesis
R06618	Diterpenoid biosynthesis
R06619	Diterpenoid biosynthesis
R06620	Pentose phosphate pathway
R06621	Caprolactam degradation
R06622	
R06623	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
R06624	Biosynthesis of vancomycin group antibiotics
R06625	Biosynthesis of vancomycin group antibiotics
R06626	Monobactam biosynthesis	Biosynthesis of vancomycin group antibiotics
R06627	Biosynthesis of vancomycin group antibiotics
R06628	Biosynthesis of vancomycin group antibiotics
R06629	Biosynthesis of vancomycin group antibiotics
R06630	Biosynthesis of vancomycin group antibiotics
R06631	Polyketide sugar unit biosynthesis	Biosynthesis of vancomycin group antibiotics
R06632	Monobactam biosynthesis	Biosynthesis of vancomycin group antibiotics
R06633	Monobactam biosynthesis	Biosynthesis of vancomycin group antibiotics
R06634	Biosynthesis of vancomycin group antibiotics
R06635	Biosynthesis of type II polyketide backbone
R06637	Biosynthesis of type II polyketide backbone
R06641	
R06642	Tetracycline biosynthesis	Biosynthesis of type II polyketide backbone
R06643	Biosynthesis of type II polyketide backbone
R06644	Biosynthesis of type II polyketide backbone
R06645	Biosynthesis of type II polyketide backbone
R06651	Biosynthesis of type II polyketide products
R06652	Biosynthesis of type II polyketide products
R06653	Biosynthesis of type II polyketide products
R06654	Biosynthesis of type II polyketide products
R06655	Biosynthesis of type II polyketide products
R06656	Biosynthesis of type II polyketide products
R06659	Biosynthesis of type II polyketide products
R06660	Biosynthesis of type II polyketide products
R06661	Biosynthesis of type II polyketide products
R06662	Biosynthesis of type II polyketide products
R06664	Biosynthesis of type II polyketide products
R06665	Biosynthesis of type II polyketide products
R06666	Biosynthesis of type II polyketide products
R06667	Biosynthesis of type II polyketide products
R06668	Biosynthesis of type II polyketide products
R06671	Biosynthesis of type II polyketide products
R06672	Biosynthesis of type II polyketide products
R06673	Biosynthesis of type II polyketide products
R06674	Biosynthesis of type II polyketide products
R06675	Biosynthesis of type II polyketide products
R06676	Biosynthesis of type II polyketide products
R06677	Biosynthesis of type II polyketide products
R06678	Biosynthesis of type II polyketide products
R06679	Biosynthesis of type II polyketide products
R06680	Biosynthesis of type II polyketide products
R06681	Biosynthesis of type II polyketide products
R06682	Biosynthesis of type II polyketide products
R06683	Biosynthesis of type II polyketide products
R06684	Biosynthesis of type II polyketide products
R06685	Biosynthesis of type II polyketide products
R06686	Biosynthesis of type II polyketide products
R06687	Biosynthesis of type II polyketide products
R06688	Biosynthesis of type II polyketide products
R06689	Biosynthesis of type II polyketide products
R06690	Biosynthesis of type II polyketide products
R06691	Biosynthesis of type II polyketide products
R06692	Biosynthesis of type II polyketide products
R06693	Biosynthesis of type II polyketide products
R06694	Biosynthesis of type II polyketide products
R06695	Biosynthesis of type II polyketide products
R06696	Biosynthesis of type II polyketide products
R06697	
R06698	Biosynthesis of type II polyketide products
R06699	Biosynthesis of type II polyketide products
R06700	Biosynthesis of type II polyketide products
R06701	Biosynthesis of type II polyketide products
R06702	Biosynthesis of type II polyketide products
R06703	Biosynthesis of type II polyketide products
R06706	Biosynthesis of type II polyketide products
R06707	Biosynthesis of type II polyketide products
R06709	Biosynthesis of type II polyketide products
R06710	Biosynthesis of type II polyketide products
R06711	Biosynthesis of type II polyketide products
R06713	Biosynthesis of type II polyketide products
R06714	Biosynthesis of type II polyketide products
R06715	Biosynthesis of type II polyketide products
R06716	Biosynthesis of type II polyketide products
R06717	Biosynthesis of type II polyketide products
R06718	Biosynthesis of type II polyketide products
R06719	Biosynthesis of type II polyketide products
R06722	Various types of N-glycan biosynthesis
R06724	Tropane, piperidine and pyridine alkaloid biosynthesis
R06725	Tropane, piperidine and pyridine alkaloid biosynthesis
R06726	Tropane, piperidine and pyridine alkaloid biosynthesis
R06727	
R06728	Tropane, piperidine and pyridine alkaloid biosynthesis
R06729	Tropane, piperidine and pyridine alkaloid biosynthesis
R06730	Tropane, piperidine and pyridine alkaloid biosynthesis
R06731	Tropane, piperidine and pyridine alkaloid biosynthesis
R06733	Tropane, piperidine and pyridine alkaloid biosynthesis
R06734	Tropane, piperidine and pyridine alkaloid biosynthesis
R06735	Tropane, piperidine and pyridine alkaloid biosynthesis
R06736	Tropane, piperidine and pyridine alkaloid biosynthesis
R06737	Tropane, piperidine and pyridine alkaloid biosynthesis
R06738	Tropane, piperidine and pyridine alkaloid biosynthesis
R06740	Tropane, piperidine and pyridine alkaloid biosynthesis
R06741	Tropane, piperidine and pyridine alkaloid biosynthesis
R06743	Tropane, piperidine and pyridine alkaloid biosynthesis
R06744	Tropane, piperidine and pyridine alkaloid biosynthesis
R06745	
R06746	Prodigiosin biosynthesis	Novobiocin biosynthesis
R06747	Prodigiosin biosynthesis	Novobiocin biosynthesis
R06751	Novobiocin biosynthesis
R06752	Novobiocin biosynthesis
R06753	Novobiocin biosynthesis
R06757	Novobiocin biosynthesis
R06758	Novobiocin biosynthesis
R06759	Novobiocin biosynthesis
R06760	Novobiocin biosynthesis
R06764	Novobiocin biosynthesis
R06765	Novobiocin biosynthesis
R06766	Novobiocin biosynthesis
R06767	Novobiocin biosynthesis
R06770	Novobiocin biosynthesis
R06771	Novobiocin biosynthesis
R06772	Novobiocin biosynthesis
R06773	Novobiocin biosynthesis
R06774	Novobiocin biosynthesis
R06776	Novobiocin biosynthesis
R06777	Novobiocin biosynthesis
R06778	Novobiocin biosynthesis
R06779	Tropane, piperidine and pyridine alkaloid biosynthesis
R06782	Phenylalanine metabolism
R06783	Phenylalanine metabolism
R06784	Phenylalanine metabolism
R06785	Phenylalanine metabolism
R06786	Phenylalanine metabolism
R06787	Phenylalanine metabolism
R06788	Phenylalanine metabolism
R06789	Phenylalanine metabolism
R06792	
R06793	Isoflavonoid biosynthesis
R06794	Isoflavonoid biosynthesis
R06795	Isoflavonoid biosynthesis
R06796	Isoflavonoid biosynthesis
R06797	Flavone and flavonol biosynthesis
R06798	
R06799	Anthocyanin biosynthesis
R06800	Anthocyanin biosynthesis
R06801	Anthocyanin biosynthesis
R06802	Anthocyanin biosynthesis
R06803	Anthocyanin biosynthesis
R06804	Flavone and flavonol biosynthesis
R06805	Flavone and flavonol biosynthesis
R06806	Flavone and flavonol biosynthesis
R06807	Flavone and flavonol biosynthesis
R06808	Flavone and flavonol biosynthesis
R06809	Flavone and flavonol biosynthesis
R06810	
R06811	Flavone and flavonol biosynthesis
R06812	Flavone and flavonol biosynthesis
R06813	Flavone and flavonol biosynthesis
R06814	Flavone and flavonol biosynthesis
R06815	Flavone and flavonol biosynthesis
R06816	Flavone and flavonol biosynthesis
R06817	Anthocyanin biosynthesis
R06818	Anthocyanin biosynthesis
R06819	Anthocyanin biosynthesis
R06820	Flavonoid biosynthesis
R06821	
R06822	Flavonoid biosynthesis	Flavone and flavonol biosynthesis
R06823	Flavone and flavonol biosynthesis
R06824	Flavone and flavonol biosynthesis
R06825	Flavone and flavonol biosynthesis
R06826	Flavone and flavonol biosynthesis
R06827	Flavone and flavonol biosynthesis
R06828	Flavone and flavonol biosynthesis
R06829	Flavone and flavonol biosynthesis
R06831	Chlorocyclohexane and chlorobenzene degradation
R06832	Chlorocyclohexane and chlorobenzene degradation
R06833	Chlorocyclohexane and chlorobenzene degradation
R06834	Chlorocyclohexane and chlorobenzene degradation
R06835	Chlorocyclohexane and chlorobenzene degradation
R06836	Pentose phosphate pathway
R06838	Chlorocyclohexane and chlorobenzene degradation
R06839	Chlorocyclohexane and chlorobenzene degradation
R06840	Chlorocyclohexane and chlorobenzene degradation
R06846	Phenylalanine, tyrosine and tryptophan biosynthesis
R06847	Phenylalanine, tyrosine and tryptophan biosynthesis
R06848	Chlorocyclohexane and chlorobenzene degradation
R06851	Chlorocyclohexane and chlorobenzene degradation	Aminobenzoate degradation
R06852	Aminobenzoate degradation
R06853	Aminobenzoate degradation
R06854	Aminobenzoate degradation
R06856	Chlorocyclohexane and chlorobenzene degradation
R06857	Chlorocyclohexane and chlorobenzene degradation
R06861	
R06862	
R06863	
R06865	Ubiquinone and other terpenoid-quinone biosynthesis
R06866	Ubiquinone and other terpenoid-quinone biosynthesis
R06867	Glycerolipid metabolism
R06868	Glycerophospholipid metabolism
R06869	Glycerophospholipid metabolism
R06870	Glycerophospholipid metabolism
R06871	Glycerophospholipid metabolism
R06872	Glycerophospholipid metabolism
R06875	
R06876	Bisphenol degradation
R06877	Bisphenol degradation
R06878	Bisphenol degradation
R06879	Bisphenol degradation
R06880	Bisphenol degradation
R06883	Bisphenol degradation
R06884	Bisphenol degradation
R06885	Bisphenol degradation
R06886	Bisphenol degradation
R06888	Bisphenol degradation
R06889	Bisphenol degradation
R06890	Bisphenol degradation
R06891	Bisphenol degradation
R06892	Bisphenol degradation
R06893	Bisphenol degradation
R06894	Amino sugar and nucleotide sugar metabolism
R06895	Porphyrin and chlorophyll metabolism
R06896	Porphyrin and chlorophyll metabolism
R06897	Tyrosine metabolism
R06902	Naphthalene degradation
R06903	Naphthalene degradation
R06904	Naphthalene degradation
R06905	Naphthalene degradation
R06906	Naphthalene degradation
R06907	Naphthalene degradation
R06908	Naphthalene degradation
R06909	Naphthalene degradation
R06910	Naphthalene degradation
R06911	Naphthalene degradation
R06912	Naphthalene degradation
R06913	Naphthalene degradation
R06914	Naphthalene degradation
R06915	Naphthalene degradation
R06916	Naphthalene degradation
R06917	Naphthalene degradation
R06918	Naphthalene degradation
R06919	Naphthalene degradation
R06920	Naphthalene degradation
R06921	Naphthalene degradation
R06922	Naphthalene degradation
R06923	Naphthalene degradation
R06924	Naphthalene degradation
R06925	Naphthalene degradation
R06926	Naphthalene degradation
R06927	Naphthalene degradation
R06928	Naphthalene degradation
R06930	Naphthalene degradation
R06931	Naphthalene degradation
R06932	Naphthalene degradation
R06933	Naphthalene degradation
R06934	Naphthalene degradation
R06935	Naphthalene degradation
R06936	Naphthalene degradation
R06937	Naphthalene degradation
R06939	Naphthalene degradation
R06940	Caprolactam degradation
R06941	Phenylalanine metabolism	Caprolactam degradation
R06942	Phenylalanine metabolism	Caprolactam degradation
R06943	Caprolactam degradation
R06944	Caprolactam degradation
R06945	Caprolactam degradation
R06946	Carotenoid biosynthesis
R06947	Carotenoid biosynthesis
R06948	Carotenoid biosynthesis
R06949	Carotenoid biosynthesis
R06950	Carotenoid biosynthesis
R06951	Carotenoid biosynthesis
R06952	Carotenoid biosynthesis
R06953	Carotenoid biosynthesis
R06954	Carotenoid biosynthesis
R06955	Carotenoid biosynthesis
R06956	Carotenoid biosynthesis
R06957	Carotenoid biosynthesis
R06958	Carotenoid biosynthesis
R06959	Carotenoid biosynthesis
R06960	
R06961	
R06962	Carotenoid biosynthesis
R06963	Carotenoid biosynthesis
R06964	
R06966	Atrazine degradation
R06967	Atrazine degradation
R06968	Atrazine degradation
R06969	Atrazine degradation
R06970	Atrazine degradation
R06971	Atrazine degradation
R06972	Atrazine degradation
R06973	Chloroalkane and chloroalkene degradation
R06974	
R06975	Purine metabolism
R06976	
R06977	Glycine, serine and threonine metabolism
R06978	Glycine, serine and threonine metabolism
R06979	Glycine, serine and threonine metabolism
R06980	Taurine and hypotaurine metabolism
R06981	Taurine and hypotaurine metabolism
R06983	Methane metabolism
R06985	Fatty acid elongation
R06986	
R06987	Propanoate metabolism
R06988	Aminobenzoate degradation
R06989	Benzoate degradation
R06990	Benzoate degradation
R06991	Biosynthesis of ansamycins
R06992	Biosynthesis of ansamycins
R06993	Biosynthesis of ansamycins
R06994	Biosynthesis of ansamycins
R06995	Biosynthesis of ansamycins
R06996	Biosynthesis of ansamycins
R06997	Biosynthesis of ansamycins
R06998	Biosynthesis of ansamycins
R06999	Biosynthesis of ansamycins
R07000	Metabolism of xenobiotics by cytochrome P450
R07001	Metabolism of xenobiotics by cytochrome P450
R07002	Metabolism of xenobiotics by cytochrome P450
R07003	Metabolism of xenobiotics by cytochrome P450
R07004	Metabolism of xenobiotics by cytochrome P450
R07013	Metabolism of xenobiotics by cytochrome P450
R07014	Metabolism of xenobiotics by cytochrome P450
R07015	Metabolism of xenobiotics by cytochrome P450
R07016	Metabolism of xenobiotics by cytochrome P450
R07017	Metabolism of xenobiotics by cytochrome P450
R07020	Metabolism of xenobiotics by cytochrome P450
R07021	Metabolism of xenobiotics by cytochrome P450
R07022	Metabolism of xenobiotics by cytochrome P450
R07023	Metabolism of xenobiotics by cytochrome P450
R07024	Metabolism of xenobiotics by cytochrome P450
R07025	Metabolism of xenobiotics by cytochrome P450
R07026	Metabolism of xenobiotics by cytochrome P450
R07027	Metabolism of xenobiotics by cytochrome P450
R07031	Arachidonic acid metabolism
R07032	Arachidonic acid metabolism
R07034	Arachidonic acid metabolism
R07035	Arachidonic acid metabolism
R07036	Arachidonic acid metabolism
R07037	Arachidonic acid metabolism
R07038	Arachidonic acid metabolism
R07039	Arachidonic acid metabolism
R07040	Arachidonic acid metabolism
R07041	Arachidonic acid metabolism
R07042	Arachidonic acid metabolism
R07043	Arachidonic acid metabolism
R07044	Arachidonic acid metabolism
R07045	Arachidonic acid metabolism
R07046	Arachidonic acid metabolism
R07047	Arachidonic acid metabolism
R07048	Arachidonic acid metabolism
R07049	Arachidonic acid metabolism
R07050	Arachidonic acid metabolism
R07051	Arachidonic acid metabolism
R07052	Arachidonic acid metabolism
R07053	Arachidonic acid metabolism
R07054	Arachidonic acid metabolism
R07055	Linoleic acid metabolism
R07056	Linoleic acid metabolism
R07057	Linoleic acid metabolism
R07058	Linoleic acid metabolism
R07059	
R07060	
R07061	Linoleic acid metabolism
R07062	Linoleic acid metabolism
R07063	Linoleic acid metabolism
R07064	Linoleic acid metabolism
R07066	Metabolism of xenobiotics by cytochrome P450
R07067	Arachidonic acid metabolism
R07068	Metabolism of xenobiotics by cytochrome P450
R07069	Metabolism of xenobiotics by cytochrome P450
R07070	Metabolism of xenobiotics by cytochrome P450
R07071	Metabolism of xenobiotics by cytochrome P450
R07072	Metabolism of xenobiotics by cytochrome P450
R07073	Metabolism of xenobiotics by cytochrome P450
R07074	Metabolism of xenobiotics by cytochrome P450
R07075	Metabolism of xenobiotics by cytochrome P450
R07076	Metabolism of xenobiotics by cytochrome P450
R07079	Metabolism of xenobiotics by cytochrome P450
R07080	Metabolism of xenobiotics by cytochrome P450
R07081	Metabolism of xenobiotics by cytochrome P450
R07082	Metabolism of xenobiotics by cytochrome P450
R07083	Metabolism of xenobiotics by cytochrome P450
R07084	Metabolism of xenobiotics by cytochrome P450
R07085	Metabolism of xenobiotics by cytochrome P450
R07086	Metabolism of xenobiotics by cytochrome P450
R07087	Metabolism of xenobiotics by cytochrome P450
R07088	Metabolism of xenobiotics by cytochrome P450
R07089	Metabolism of xenobiotics by cytochrome P450
R07090	Metabolism of xenobiotics by cytochrome P450
R07091	Metabolism of xenobiotics by cytochrome P450
R07092	Metabolism of xenobiotics by cytochrome P450
R07093	Metabolism of xenobiotics by cytochrome P450
R07094	Metabolism of xenobiotics by cytochrome P450
R07095	Metabolism of xenobiotics by cytochrome P450
R07096	Metabolism of xenobiotics by cytochrome P450
R07097	Metabolism of xenobiotics by cytochrome P450
R07098	Metabolism of xenobiotics by cytochrome P450
R07099	Metabolism of xenobiotics by cytochrome P450
R07100	Metabolism of xenobiotics by cytochrome P450
R07101	Metabolism of xenobiotics by cytochrome P450
R07102	Metabolism of xenobiotics by cytochrome P450
R07104	Metabolism of xenobiotics by cytochrome P450
R07105	Metabolism of xenobiotics by cytochrome P450
R07106	Metabolism of xenobiotics by cytochrome P450
R07107	Metabolism of xenobiotics by cytochrome P450
R07108	Arachidonic acid metabolism
R07109	Arachidonic acid metabolism
R07110	Arachidonic acid metabolism
R07111	Arachidonic acid metabolism
R07112	Metabolism of xenobiotics by cytochrome P450
R07113	Metabolism of xenobiotics by cytochrome P450
R07114	Metabolism of xenobiotics by cytochrome P450
R07115	Metabolism of xenobiotics by cytochrome P450
R07116	Metabolism of xenobiotics by cytochrome P450
R07117	Metabolism of xenobiotics by cytochrome P450
R07118	Metabolism of xenobiotics by cytochrome P450
R07121	Linoleic acid metabolism
R07122	Linoleic acid metabolism
R07124	Metabolism of xenobiotics by cytochrome P450
R07125	Pentose and glucuronate interconversions	Ascorbate and aldarate metabolism
R07127	Pentose and glucuronate interconversions	Ascorbate and aldarate metabolism
R07128	
R07129	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
R07131	
R07133	
R07134	Pentose and glucuronate interconversions
R07135	
R07136	Cysteine and methionine metabolism	Methane metabolism
R07137	Cysteine and methionine metabolism
R07138	
R07140	
R07141	
R07142	
R07143	Pentose and glucuronate interconversions
R07144	Pentose and glucuronate interconversions
R07145	
R07147	Pentose phosphate pathway
R07148	
R07149	
R07150	
R07151	
R07152	Pentose and glucuronate interconversions
R07153	
R07154	
R07155	
R07156	
R07157	Methane metabolism	Carbon fixation pathways in prokaryotes
R07158	
R07159	Glycolysis / Gluconeogenesis
R07160	Valine, leucine and isoleucine degradation
R07161	
R07162	Fatty acid elongation
R07163	Retinol metabolism
R07164	
R07165	
R07166	
R07167	
R07168	One carbon pool by folate	Carbon fixation pathways in prokaryotes
R07169	Isoquinoline alkaloid biosynthesis
R07170	
R07171	
R07172	
R07174	Nitrogen metabolism
R07175	
R07176	
R07177	Sulfur metabolism
R07178	Carotenoid biosynthesis
R07179	Carotenoid biosynthesis
R07180	
R07181	
R07182	
R07183	
R07184	
R07185	
R07186	
R07187	
R07188	
R07190	Cyanoamino acid metabolism
R07191	
R07192	
R07193	
R07194	
R07195	Isoflavonoid biosynthesis
R07196	Isoflavonoid biosynthesis
R07197	Isoflavonoid biosynthesis
R07201	
R07202	Carotenoid biosynthesis
R07203	
R07204	Primary bile acid biosynthesis
R07205	
R07206	
R07207	Primary bile acid biosynthesis
R07208	Primary bile acid biosynthesis
R07209	Primary bile acid biosynthesis
R07210	Sulfur metabolism
R07211	Folate biosynthesis
R07212	Folate biosynthesis	Isoquinoline alkaloid biosynthesis
R07213	Folate biosynthesis
R07214	Cysteine and methionine metabolism
R07215	Steroid biosynthesis
R07216	
R07217	
R07218	Primary bile acid biosynthesis
R07220	
R07221	Nicotinate and nicotinamide metabolism
R07222	Phenylalanine metabolism
R07224	
R07225	
R07226	
R07227	
R07228	
R07229	Selenocompound metabolism
R07230	
R07235	Ubiquinone and other terpenoid-quinone biosynthesis
R07236	Ubiquinone and other terpenoid-quinone biosynthesis
R07237	
R07238	
R07239	
R07240	Phenylpropanoid biosynthesis
R07241	Isoquinoline alkaloid biosynthesis
R07242	
R07243	
R07244	Glycine, serine and threonine metabolism
R07245	Arginine biosynthesis
R07247	
R07248	
R07249	
R07250	Acridone alkaloid biosynthesis
R07251	Biosynthesis of secondary metabolites - unclassified
R07252	
R07253	Biosynthesis of enediyne antibiotics
R07255	
R07256	
R07257	
R07258	
R07259	
R07260	Zeatin biosynthesis
R07262	Ubiquinone and other terpenoid-quinone biosynthesis
R07263	Ubiquinone and other terpenoid-quinone biosynthesis
R07264	
R07265	
R07266	
R07267	
R07268	Porphyrin and chlorophyll metabolism
R07269	
R07270	Carotenoid biosynthesis
R07271	Isoflavonoid biosynthesis
R07272	Isoflavonoid biosynthesis
R07273	Ubiquinone and other terpenoid-quinone biosynthesis
R07274	Cysteine and methionine metabolism
R07275	
R07276	Phenylalanine, tyrosine and tryptophan biosynthesis
R07277	
R07278	
R07279	Inositol phosphate metabolism
R07280	Riboflavin metabolism
R07281	Riboflavin metabolism
R07287	
R07288	
R07289	
R07290	
R07291	
R07292	
R07293	
R07294	Phenylalanine metabolism
R07295	
R07296	Primary bile acid biosynthesis
R07297	
R07298	
R07299	Inositol phosphate metabolism
R07300	
R07301	
R07302	Porphyrin and chlorophyll metabolism
R07303	
R07306	Riboflavin metabolism
R07307	Pyrimidine metabolism
R07308	
R07309	
R07310	
R07311	
R07312	
R07313	
R07314	
R07317	Isoflavonoid biosynthesis
R07318	
R07319	
R07320	Carotenoid biosynthesis
R07321	Carotenoid biosynthesis
R07322	Sesquiterpenoid and triterpenoid biosynthesis
R07323	Sesquiterpenoid and triterpenoid biosynthesis
R07324	Streptomycin biosynthesis	Inositol phosphate metabolism
R07325	
R07326	
R07328	
R07329	
R07330	
R07332	
R07333	
R07334	
R07335	
R07336	
R07337	
R07338	
R07339	
R07340	
R07341	
R07343	
R07345	
R07346	Fructose and mannose metabolism
R07347	
R07348	
R07349	
R07350	
R07351	
R07352	
R07353	
R07356	
R07357	
R07358	
R07359	
R07360	
R07361	
R07362	
R07363	Cysteine and methionine metabolism
R07364	Cysteine and methionine metabolism
R07365	Sulfur metabolism
R07366	
R07367	
R07368	
R07369	
R07370	
R07371	
R07372	Primary bile acid biosynthesis
R07373	Tropane, piperidine and pyridine alkaloid biosynthesis
R07374	
R07375	
R07376	Glycerophospholipid metabolism
R07377	Glycerophospholipid metabolism
R07379	Ether lipid metabolism
R07380	Ether lipid metabolism
R07381	Ether lipid metabolism
R07382	Ether lipid metabolism
R07383	Ether lipid metabolism
R07384	Ether lipid metabolism
R07385	Ether lipid metabolism
R07386	Ether lipid metabolism
R07387	Ether lipid metabolism
R07388	Ether lipid metabolism
R07389	Ether lipid metabolism
R07390	Glycerophospholipid metabolism
R07392	Cysteine and methionine metabolism
R07393	Cysteine and methionine metabolism
R07394	Cysteine and methionine metabolism
R07395	Cysteine and methionine metabolism
R07396	Cysteine and methionine metabolism
R07397	
R07398	
R07399	Valine, leucine and isoleucine biosynthesis	C5-Branched dibasic acid metabolism
R07400	Penicillin and cephalosporin biosynthesis
R07401	Penicillin and cephalosporin biosynthesis
R07402	Penicillin and cephalosporin biosynthesis
R07403	Benzoxazinoid biosynthesis
R07404	Purine metabolism
R07405	Purine metabolism
R07407	Nicotinate and nicotinamide metabolism
R07409	Glycine, serine and threonine metabolism
R07410	Nicotinate and nicotinamide metabolism
R07411	Porphyrin and chlorophyll metabolism
R07412	Porphyrin and chlorophyll metabolism
R07413	Pentose and glucuronate interconversions
R07414	Arginine and proline metabolism
R07415	Arginine and proline metabolism
R07416	Acridone alkaloid biosynthesis
R07417	Arginine and proline metabolism
R07418	Arginine and proline metabolism
R07419	Arginine and proline metabolism
R07420	Arginine and proline metabolism
R07421	Benzoxazinoid biosynthesis
R07422	Benzoxazinoid biosynthesis
R07423	Benzoxazinoid biosynthesis
R07426	Benzoxazinoid biosynthesis
R07427	Brassinosteroid biosynthesis
R07428	Brassinosteroid biosynthesis
R07429	Brassinosteroid biosynthesis
R07430	Brassinosteroid biosynthesis
R07431	Brassinosteroid biosynthesis
R07432	Phenylpropanoid biosynthesis	Flavonoid biosynthesis	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R07433	Phenylpropanoid biosynthesis	Flavonoid biosynthesis	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R07436	Phenylpropanoid biosynthesis	Flavonoid biosynthesis	Stilbenoid, diarylheptanoid and gingerol biosynthesis	Biosynthesis of secondary metabolites - unclassified
R07437	Phenylpropanoid biosynthesis
R07440	Phenylpropanoid biosynthesis
R07441	Phenylpropanoid biosynthesis
R07442	Phenylpropanoid biosynthesis
R07443	Phenylpropanoid biosynthesis
R07444	Brassinosteroid biosynthesis
R07445	Brassinosteroid biosynthesis
R07447	Brassinosteroid biosynthesis
R07448	Brassinosteroid biosynthesis
R07449	Brassinosteroid biosynthesis
R07450	Brassinosteroid biosynthesis
R07451	Brassinosteroid biosynthesis
R07452	Brassinosteroid biosynthesis
R07453	Brassinosteroid biosynthesis
R07454	Brassinosteroid biosynthesis
R07455	Brassinosteroid biosynthesis
R07456	Vitamin B6 metabolism
R07457	Brassinosteroid biosynthesis
R07458	Brassinosteroid biosynthesis
R07459	Thiamine metabolism
R07460	Thiamine metabolism
R07461	Thiamine metabolism
R07463	Thiamine metabolism
R07467	Brassinosteroid biosynthesis
