model	type	id_in_tp	new_id	id_in_bigg	name	formula	charge	metabolites	reactions	bounds	gpr	descripation	old_bigg_ids	feature_tp	feature_bigg	diff	notes	annotation
iML1515	rea	EX_but_e		EX_but_e	Butyrate (n-C4:0) exchange			{'but_e': -1.0}	but_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'but', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_butso3_e		EX_butso3_e	Butanesulfonate exchange			{'butso3_e': -1.0}	butso3_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'butso3', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_ca2_e		EX_ca2_e	Calcium exchange			{'ca2_e': -1.0}	ca2_e <=> 	(-1000.0, 1000.0)		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)			{'bigg.reaction': 'ca2', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cbi_e		EX_cbi_e	Cobinamide exchange			{'cbi_e': -1.0}	cbi_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'cbi', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cbl1_e		EX_cbl1_e	Cob(I)alamin exchange			{'cbl1_e': -1.0}	cbl1_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'cbl1', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cd2_e		EX_cd2_e	Cadmium exchange			{'cd2_e': -1.0}	cd2_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'cd2', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cellb_e		EX_cellb_e	Cellobiose exchange			{'cellb_e': -1.0}	cellb_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'cellb', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cgly_e		EX_cgly_e	Cys-Gly exchange			{'cgly_e': -1.0}	cgly_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'cgly', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_ch4_e		EX_ch4_e	EX ch4 LPAREN e RPAREN 			{'ch4_e': -1.0}	ch4_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'ch4', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_chol_e		EX_chol_e	Choline exchange			{'chol_e': -1.0}	chol_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'chol', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_chtbs_e		EX_chtbs_e	Chitobiose exchange			{'chtbs_e': -1.0}	chtbs_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'chtbs', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cit_e		EX_cit_e	Citrate exchange			{'cit_e': -1.0}	cit_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'cit', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cl_e		EX_cl_e	Chloride exchange			{'cl_e': -1.0}	cl_e <=> 	(-1000.0, 1000.0)		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)			{'bigg.reaction': 'cl', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cm_e		EX_cm_e	Chloramphenicol exchange			{'cm_e': -1.0}	cm_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'cm', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cmp_e		EX_cmp_e	CMP exchange			{'cmp_e': -1.0}	cmp_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'cmp', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_co2_e		EX_co2_e	CO2 exchange			{'co2_e': -1.0}	co2_e <=> 	(-1000.0, 1000.0)		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)			{'bigg.reaction': 'co2', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cobalt2_e		EX_cobalt2_e	Co2+ exchange			{'cobalt2_e': -1.0}	cobalt2_e <=> 	(-1000.0, 1000.0)		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)			{'bigg.reaction': 'cobalt2', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cpgn_e		EX_cpgn_e	Coprogen exchange			{'cpgn_e': -1.0}	cpgn_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'cpgn', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cpgn_un_e		EX_cpgn_un_e	Coprogen unloaded (no Fe(III)) exchange			{'cpgn_un_e': -1.0}	cpgn_un_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'cpgn_un', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_crn__D_e		EX_crn__D_e	D-carnitine exchange			{'crn__D_e': -1.0}	crn__D_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'crn__D', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_crn_e		EX_crn_e	L-Carnitine exchange			{'crn_e': -1.0}	crn_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'crn', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cs1_e		EX_cs1_e	Cesium ion exchange			{'cs1_e': -1.0}	cs1_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'cs1', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_csn_e		EX_csn_e	Cytosine exchange			{'csn_e': -1.0}	csn_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'csn', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cu2_e		EX_cu2_e	Cu2+ exchange			{'cu2_e': -1.0}	cu2_e <=> 	(-1000.0, 1000.0)		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)			{'bigg.reaction': 'cu2', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cu_e		EX_cu_e	Cu+ exchange			{'cu_e': -1.0}	cu_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'cu', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cyan_e		EX_cyan_e	Hydrogen cyanide exchange			{'cyan_e': -1.0}	cyan_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'cyan', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cynt_e		EX_cynt_e	Cyanate exchange			{'cynt_e': -1.0}	cynt_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'cynt', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cys__D_e		EX_cys__D_e	D-Cysteine exchange			{'cys__D_e': -1.0}	cys__D_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'cys__D', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cys__L_e		EX_cys__L_e	L-Cysteine exchange			{'cys__L_e': -1.0}	cys__L_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'cys__L', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_cytd_e		EX_cytd_e	Cytidine exchange			{'cytd_e': -1.0}	cytd_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'cytd', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_dad_2_e		EX_dad_2_e	Deoxyadenosine exchange			{'dad_2_e': -1.0}	dad_2_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'dad_2', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_damp_e		EX_damp_e	DAMP exchange			{'damp_e': -1.0}	damp_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'damp', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_dca_e		EX_dca_e	Decanoate (n-C10:0) exchange			{'dca_e': -1.0}	dca_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'dca', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_dcmp_e		EX_dcmp_e	DCMP exchange			{'dcmp_e': -1.0}	dcmp_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'dcmp', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_dcyt_e		EX_dcyt_e	Deoxycytidine exchange			{'dcyt_e': -1.0}	dcyt_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'dcyt', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_ddca_e		EX_ddca_e	Dodecanoate (n-C12:0) exchange			{'ddca_e': -1.0}	ddca_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'ddca', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_dgmp_e		EX_dgmp_e	DGMP exchange			{'dgmp_e': -1.0}	dgmp_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'dgmp', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_dgsn_e		EX_dgsn_e	Deoxyguanosine exchange			{'dgsn_e': -1.0}	dgsn_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'dgsn', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_dha_e		EX_dha_e	Dihydroxyacetone exchange			{'dha_e': -1.0}	dha_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'dha', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_dhps_e		EX_dhps_e	2,3-Dihydroxypropane-1-sulfonate exchange			{'dhps_e': -1.0}	dhps_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'dhps', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_dimp_e		EX_dimp_e	DIMP exchange			{'dimp_e': -1.0}	dimp_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'dimp', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_din_e		EX_din_e	Deoxyinosine exchange			{'din_e': -1.0}	din_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'din', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_dms_e		EX_dms_e	Dimethyl sulfide exchange			{'dms_e': -1.0}	dms_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'dms', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_dmso_e		EX_dmso_e	Dimethyl sulfoxide exchange			{'dmso_e': -1.0}	dmso_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'dmso', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_dopa_e		EX_dopa_e	Dopamine exchange			{'dopa_e': -1.0}	dopa_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'dopa', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_doxrbcn_e		EX_doxrbcn_e	Doxorubicin exchange			{'doxrbcn_e': -1.0}	doxrbcn_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'doxrbcn', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_dtmp_e		EX_dtmp_e	DTMP exchange			{'dtmp_e': -1.0}	dtmp_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'dtmp', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_dump_e		EX_dump_e	DUMP exchange			{'dump_e': -1.0}	dump_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'dump', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_duri_e		EX_duri_e	Deoxyuridine exchange			{'duri_e': -1.0}	duri_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'duri', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_dxylnt_e		EX_dxylnt_e	D-Xylonate exchange			{'dxylnt_e': -1.0}	dxylnt_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'dxylnt', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_eca4colipa_e		EX_eca4colipa_e	(enterobacterial common antigen)x4 core oligosaccharide lipid A exchange			{'eca4colipa_e': -1.0}	eca4colipa_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'eca4colipa', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_enlipa_e		EX_enlipa_e	Phosphoethanolamine KDO(2)-lipid (A) exchange			{'enlipa_e': -1.0}	enlipa_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'enlipa', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_enter_e		EX_enter_e	Enterochelin exchange			{'enter_e': -1.0}	enter_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'enter', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_etha_e		EX_etha_e	Ethanolamine exchange			{'etha_e': -1.0}	etha_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'etha', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_ethso3_e		EX_ethso3_e	Ethanesulfonate exchange			{'ethso3_e': -1.0}	ethso3_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'ethso3', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_etoh_e		EX_etoh_e	Ethanol exchange			{'etoh_e': -1.0}	etoh_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'etoh', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_f6p_e		EX_f6p_e	D-fructose 6-phosphate exchange			{'f6p_e': -1.0}	f6p_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'f6p', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_fad_e		EX_fad_e	Exchange of Flavin adenine dinucleotide oxidized			{'fad_e': -1.0}	fad_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'fad', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_fald_e		EX_fald_e	Formaldehyde exchange			{'fald_e': -1.0}	fald_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'fald', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_fe2_e		EX_fe2_e	Fe2+ exchange			{'fe2_e': -1.0}	fe2_e <=> 	(-1000.0, 1000.0)		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)			{'bigg.reaction': 'fe2', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_fe3_e		EX_fe3_e	Fe3+ exchange			{'fe3_e': -1.0}	fe3_e <=> 	(-1000.0, 1000.0)		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)			{'bigg.reaction': 'fe3', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_fe3dcit_e		EX_fe3dcit_e	Fe(III)dicitrate exchange			{'fe3dcit_e': -1.0}	fe3dcit_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'fe3dcit', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_fe3dhbzs_e		EX_fe3dhbzs_e	Ferric 2,3-dihydroxybenzoylserine exchange			{'fe3dhbzs_e': -1.0}	fe3dhbzs_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'fe3dhbzs', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_fe3hox_e		EX_fe3hox_e	Fe(III)hydroxamate exchange			{'fe3hox_e': -1.0}	fe3hox_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'fe3hox', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_fe3hox_un_e		EX_fe3hox_un_e	Fe(III)hydoxamate, unloaded exchange			{'fe3hox_un_e': -1.0}	fe3hox_un_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'fe3hox_un', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_fecrm_e		EX_fecrm_e	Ferrichrome exchange			{'fecrm_e': -1.0}	fecrm_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'fecrm', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_fecrm_un_e		EX_fecrm_un_e	Ferrichrome minus Fe(III) exchange			{'fecrm_un_e': -1.0}	fecrm_un_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'fecrm_un', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_feenter_e		EX_feenter_e	Fe-enterobactin exchange			{'feenter_e': -1.0}	feenter_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'feenter', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_feoxam_e		EX_feoxam_e	Ferroxamine exchange			{'feoxam_e': -1.0}	feoxam_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'feoxam', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_feoxam_un_e		EX_feoxam_un_e	Ferroxamine minus Fe(3) exchange			{'feoxam_un_e': -1.0}	feoxam_un_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'feoxam_un', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_fmn_e		EX_fmn_e	FMN exchange			{'fmn_e': -1.0}	fmn_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'fmn', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_for_e		EX_for_e	Formate exchange			{'for_e': -1.0}	for_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'for', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_fru_e		EX_fru_e	D-Fructose exchange			{'fru_e': -1.0}	fru_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'fru', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_frulys_e		EX_frulys_e	Fructoselysine exchange			{'frulys_e': -1.0}	frulys_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'frulys', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_fruur_e		EX_fruur_e	D-Fructuronate exchange			{'fruur_e': -1.0}	fruur_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'fruur', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_fuc__L_e		EX_fuc__L_e	L-Fucose exchange			{'fuc__L_e': -1.0}	fuc__L_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'fuc__L', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_fum_e		EX_fum_e	Fumarate exchange			{'fum_e': -1.0}	fum_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'fum', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_fusa_e		EX_fusa_e	Fusidic acid exchange			{'fusa_e': -1.0}	fusa_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'fusa', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_g1p_e		EX_g1p_e	D-Glucose 1-phosphate exchange			{'g1p_e': -1.0}	g1p_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'g1p', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_g3pc_e		EX_g3pc_e	Sn-Glycero-3-phosphocholine exchange			{'g3pc_e': -1.0}	g3pc_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'g3pc', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_g3pe_e		EX_g3pe_e	Sn-Glycero-3-phosphoethanolamine exchange			{'g3pe_e': -1.0}	g3pe_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'g3pe', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_g3pg_e		EX_g3pg_e	Glycerophosphoglycerol exchange			{'g3pg_e': -1.0}	g3pg_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'g3pg', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_g3pi_e		EX_g3pi_e	Sn-Glycero-3-phospho-1-inositol exchange			{'g3pi_e': -1.0}	g3pi_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'g3pi', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_g3ps_e		EX_g3ps_e	Glycerophosphoserine exchange			{'g3ps_e': -1.0}	g3ps_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'g3ps', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_g6p_e		EX_g6p_e	D-Glucose 6-phosphate exchange			{'g6p_e': -1.0}	g6p_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'g6p', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_gal1p_e		EX_gal1p_e	Alpha-D-Galactose 1-phosphate exchange			{'gal1p_e': -1.0}	gal1p_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'gal1p', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_gal_bD_e		EX_gal_bD_e	Beta D-Galactose exchange			{'gal_bD_e': -1.0}	gal_bD_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'gal_bD', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_gal_e		EX_gal_e	D-Galactose exchange			{'gal_e': -1.0}	gal_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'gal', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_galct__D_e		EX_galct__D_e	D-Galactarate exchange			{'galct__D_e': -1.0}	galct__D_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'galct__D', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_galctn__D_e		EX_galctn__D_e	D-Galactonate exchange			{'galctn__D_e': -1.0}	galctn__D_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'galctn__D', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_galctn__L_e		EX_galctn__L_e	L-Galactonate exchange			{'galctn__L_e': -1.0}	galctn__L_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'galctn__L', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_galt_e		EX_galt_e	Galactitol exchange			{'galt_e': -1.0}	galt_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'galt', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_galur_e		EX_galur_e	D-Galacturonate exchange			{'galur_e': -1.0}	galur_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'galur', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_gam6p_e		EX_gam6p_e	D-Glucosamine 6-phosphate exchange			{'gam6p_e': -1.0}	gam6p_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'gam6p', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_gam_e		EX_gam_e	D-Glucosamine exchange			{'gam_e': -1.0}	gam_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'gam', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_gbbtn_e		EX_gbbtn_e	Gamma-butyrobetaine exchange			{'gbbtn_e': -1.0}	gbbtn_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'gbbtn', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_gdp_e		EX_gdp_e	GDP exchange			{'gdp_e': -1.0}	gdp_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'gdp', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_glc__D_e		EX_glc__D_e	D-Glucose exchange			{'glc__D_e': -1.0}	glc__D_e <=> 	(-10.0, 1000.0)		id in bigg(bounds different)		(-10.0, 1000.0)	(0.0, 1000.0)			{'bigg.reaction': 'glc__D', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_glcn_e		EX_glcn_e	D-Gluconate exchange			{'glcn_e': -1.0}	glcn_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'glcn', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_glcr_e		EX_glcr_e	D-Glucarate exchange			{'glcr_e': -1.0}	glcr_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'glcr', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_glcur1p_e		EX_glcur1p_e	D-Glucuronate 1-phosphate exchange			{'glcur1p_e': -1.0}	glcur1p_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'glcur1p', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_glcur_e		EX_glcur_e	D-Glucuronate exchange			{'glcur_e': -1.0}	glcur_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'glcur', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_gln__L_e		EX_gln__L_e	L-Glutamine exchange			{'gln__L_e': -1.0}	gln__L_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'gln__L', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_glu__L_e		EX_glu__L_e	L-Glutamate exchange			{'glu__L_e': -1.0}	glu__L_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'glu__L', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_gly_e		EX_gly_e	Glycine exchange			{'gly_e': -1.0}	gly_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'gly', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_glyald_e		EX_glyald_e	D-Glyceraldehyde exchange			{'glyald_e': -1.0}	glyald_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'glyald', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_glyb_e		EX_glyb_e	Glycine betaine exchange			{'glyb_e': -1.0}	glyb_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'glyb', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_glyc2p_e		EX_glyc2p_e	Glycerol 2-phosphate exchange			{'glyc2p_e': -1.0}	glyc2p_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'glyc2p', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_glyc3p_e		EX_glyc3p_e	Glycerol 3-phosphate exchange			{'glyc3p_e': -1.0}	glyc3p_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'glyc3p', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_glyc__R_e		EX_glyc__R_e	(R)-Glycerate exchange			{'glyc__R_e': -1.0}	glyc__R_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'glyc__R', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_glyc_e		EX_glyc_e	Glycerol exchange			{'glyc_e': -1.0}	glyc_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'glyc', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_glyclt_e		EX_glyclt_e	Glycolate exchange			{'glyclt_e': -1.0}	glyclt_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'glyclt', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_gmp_e		EX_gmp_e	GMP exchange			{'gmp_e': -1.0}	gmp_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'gmp', 'sbo': 'SBO:0000627'}
iML1515	rea	EX_gsn_e		EX_gsn_e	Guanosine exchange			{'gsn_e': -1.0}	gsn_e --> 	(0.0, 1000.0)		id in bigg(same)						{'bigg.reaction': 'gsn', 'sbo': 'SBO:0000627'}
