,type,id_in_tp,id_in_bigg,descripation,old_bigg_ids,feature_tp,feature_bigg,other
668,rea,SO4t2,SO4t2,id in bigg(same),,,,
669,rea,SPMDAT1,SPMDAT1,id in bigg(same),,,,
670,rea,SPMDAT2,SPMDAT2,id in bigg(same),,,,
671,rea,SPMDabc,SPMDabc,id in bigg(same),,,,
672,rea,SPODM,SPODM,id in bigg(same),,,,
673,rea,SPP,SPP,id in bigg(same),,,,
674,rea,SUCBZL,SUCBZL,id in bigg(same),,,,
675,rea,SUCBZS,SUCBZS,id in bigg(same),,,,
676,rea,SUCR,SUCR,id in bigg(same),,,,
677,rea,SUCpts,SUCpts,id in bigg(same),,,,
678,rea,TDMAT6,TDMAT6,id in bigg(same),,,,
679,rea,TDPGDH_1,TDPGDH_1,id in bigg(same),,,,
680,rea,THDPS,THDPS,id in bigg(same),,,,
681,rea,THMDt2,THMDt2,id in bigg(same),,,,
682,rea,THMabc,THMabc,id in bigg(same),,,,
683,rea,THRD_L,THRD_L,id in bigg(same),,,,
684,rea,THRS,THRS,id in bigg(same),,,,
685,rea,THRTRS_1,THRTRS_1,id in bigg(same),,,,
686,rea,TMDK1,TMDK1,id in bigg(same),,,,
687,rea,TMDK2,TMDK2,id in bigg(same),,,,
688,rea,TMDPK,TMDPK,id in bigg(same),,,,
689,rea,TMN,TMN,id in bigg(same),,,,
690,rea,TMPPP,TMPPP,id in bigg(same),,,,
691,rea,TRDR,TRDR,id in bigg(same),,,,
692,rea,TRE6PH,TRE6PH,id in bigg(same),,,,
693,rea,TREpts,TREpts,id in bigg(same),,,,
694,rea,TRPS1,TRPS1,id in bigg(same),,,,
695,rea,TRPS2,TRPS2,id in bigg(same),,,,
696,rea,TRPTRS_1,TRPTRS_1,id in bigg(same),,,,
697,rea,TYRTRS_1,TYRTRS_1,id in bigg(same),,,,
698,rea,UAAGDS,UAAGDS,id in bigg(same),,,,
699,rea,UAAGLS1_1,UAAGLS1_1,id in bigg(same),,,,
700,rea,UAGCVT,UAGCVT,id in bigg(same),,,,
701,rea,UAGDP,UAGDP,id in bigg(same),,,,
702,rea,UAGPT1,UAGPT1,id in bigg(same),,,,
703,rea,UAMAGS,UAMAGS,id in bigg(same),,,,
704,rea,UAMAS,UAMAS,id in bigg(same),,,,
705,rea,UAPGR,UAPGR,id in bigg(same),,,,
706,rea,UDCPDP,UDCPDP,id in bigg(same),,,,
707,rea,UDCPDPS,UDCPDPS,id in bigg(same),,,,
708,rea,UDCPKr,UDCPKr,id in bigg(same),,,,
709,rea,UDPGALM,UDPGALM,id in bigg(same),,,,
710,rea,UGLDDS1,UGLDDS1,id in bigg(same),,,,
711,rea,UGT1_LLA,UGT1_LLA,id in bigg(same),,,,
712,rea,UGT2_LLA,UGT2_LLA,id in bigg(same),,,,
713,rea,UMPK,UMPK,id in bigg(same),,,,
714,rea,UPPRT,UPPRT,id in bigg(same),,,,
715,rea,URAt2,URAt2,id in bigg(same),,,,
716,rea,URIDK2r,URIDK2r,id in bigg(same),,,,
717,rea,URIK1,URIK1,id in bigg(same),,,,
718,rea,URIK2,URIK2,id in bigg(same),,,,
719,rea,URIK3,URIK3,id in bigg(same),,,,
720,rea,VALTRS_1,VALTRS_1,id in bigg(same),,,,
721,rea,XANt2,XANt2,id in bigg(same),,,,
722,rea,XPPT,XPPT,id in bigg(same),,,,
723,rea,ZNabc,ZNabc,id in bigg(same),,,,
724,rea,kaasIII,kaasIII,id in bigg(same),,,,
725,rea,unkFol,unkFol,id in bigg(same),,,,
726,rea,2HXICt_copy1,2HXICt,not in bigg[id in bigg(same)],,,,2HXICt
727,rea,2HXICt_copy2,2HXICt,not in bigg[id in bigg(bounds different)],,"(-1000.0, 1000.0)","(0.0, 1000.0)",2HXICt
728,rea,ALAt2r_copy1,ALAt2r,not in bigg[id in bigg(bounds different)],,"(-1000.0, 1000.0)","(0.0, 1000.0)",ALAt2r
729,rea,ALAt2r_copy2,ALAt2r,not in bigg[id in bigg(same)],,,,ALAt2r
730,rea,CBMKr_copy1,CBMKr,not in bigg[id in bigg(same)],,,,CBMKr
731,rea,CBMKr_copy2,CBMKr,not in bigg[id in bigg(bounds different)],,"(-1000.0, 1000.0)","(0.0, 1000.0)",CBMKr
732,rea,DPR_copy1,DPR,not in bigg[id in bigg(same)],,,,DPR
733,rea,DPR_copy2,DPR,not in bigg[id in bigg(bounds different)],,"(-1000.0, 1000.0)","(0.0, 1000.0)",DPR
734,rea,GLYt2r_copy1,GLYt2r,not in bigg[id in bigg(same)],,,,GLYt2r
735,rea,GLYt2r_copy2,GLYt2r,not in bigg[id in bigg(bounds different)],,"(-1000.0, 1000.0)","(0.0, 1000.0)",GLYt2r
736,rea,ILEt2r_copy1,ILEt2r,not in bigg[id in bigg(bounds different)],,"(0.0, 0.0)","(0.0, 1000.0)",ILEt2r
737,rea,ILEt2r_copy2,ILEt2r,not in bigg[id in bigg(bounds different)],,"(-1000.0, 1000.0)","(0.0, 1000.0)",ILEt2r
738,rea,LEUt2r_copy1,LEUt2r,not in bigg[id in bigg(bounds different)],,"(0.0, 0.0)","(0.0, 1000.0)",LEUt2r
739,rea,LEUt2r_copy2,LEUt2r,not in bigg[id in bigg(bounds different)],,"(-1000.0, 1000.0)","(0.0, 1000.0)",LEUt2r
740,rea,PHETA1_copy1,PHETA1,not in bigg[id in bigg(bounds different)],,"(-1000.0, 1000.0)","(0.0, 1000.0)",PHETA1
741,rea,PHETA1_copy2,PHETA1,not in bigg[id in bigg(bounds different)],,"(-1000.0, 1000.0)","(0.0, 1000.0)",PHETA1
742,rea,PYNP1_copy1,PYNP1,not in bigg[id in bigg(same)],,,,PYNP1
743,rea,PYNP1_copy2,PYNP1,not in bigg[id in bigg(bounds different)],,"(-1000.0, 1000.0)","(0.0, 1000.0)",PYNP1
744,rea,THRt2r_copy1,THRt2r,not in bigg[id in bigg(same)],,,,THRt2r
745,rea,THRt2r_copy2,THRt2r,not in bigg[id in bigg(bounds different)],,"(-1000.0, 1000.0)","(0.0, 1000.0)",THRt2r
746,rea,TMDS_copy1,TMDS,not in bigg[id in bigg(same)],,,,TMDS
747,rea,TMDS_copy2,TMDS,not in bigg[id in bigg(bounds different)],,"(-1000.0, 1000.0)","(0.0, 1000.0)",TMDS
748,rea,TYRTA_copy1,TYRTA,not in bigg[id in bigg(bounds different)],,"(-1000.0, 1000.0)","(0.0, 1000.0)",TYRTA
749,rea,TYRTA_copy2,TYRTA,not in bigg[id in bigg(bounds different)],,"(-1000.0, 1000.0)","(0.0, 1000.0)",TYRTA
750,rea,VALt2r_copy1,VALt2r,not in bigg[id in bigg(bounds different)],,"(0.0, 0.0)","(0.0, 1000.0)",VALt2r
751,rea,VALt2r_copy2,VALt2r,not in bigg[id in bigg(bounds different)],,"(-1000.0, 1000.0)","(0.0, 1000.0)",VALt2r
752,rea,YUMPS_copy1,YUMPS,not in bigg[id in bigg(same)],,,,YUMPS
753,rea,YUMPS_copy2,YUMPS,not in bigg[id in bigg(bounds different)],,"(-1000.0, 1000.0)","(0.0, 1000.0)",YUMPS
